packId,providerId,name,type,region,city,issueType,priority,batchKey,currentAddress,currentLat,currentLon,candidateName,candidateAddress,candidateLat,candidateLon,matchStrength,matchSignals,candidateSource,draftCorrectedFields
"location-pack:nelson-marlborough-tasman-nelson-bays-primary-health","nelson-marlborough-tasman-nelson-bays-primary-health","Nelson Bays Primary Health - Mental Health and Addictions","public-service","Nelson Marlborough Tasman","Richmond / Nelson Tasman","missing_coordinates","geocode_or_source_lookup","location-review:missing_coordinates:geocode_or_source_lookup:no_candidate:public-service","281 Queen Street, Richmond","","","","","","","","","","{}"
"location-pack:rotorua-brigette-hohepa-counselling","rotorua-brigette-hohepa-counselling","Brigette Hohepa Counselling","counsellor","Rotorua and Taupo","Ngongotaha, Rotorua","missing_coordinates","geocode_or_source_lookup","location-review:missing_coordinates:geocode_or_source_lookup:no_candidate:counsellor","Harmoni Hub, Room 3, 12 Western Road, Ngongotaha, Rotorua","","","","","","","","","","{}"
"location-pack:taupo-resilience-counselling","taupo-resilience-counselling","Resilience Counselling Taupo","counsellor","Rotorua and Taupo","Taupo","missing_coordinates","geocode_or_source_lookup","location-review:missing_coordinates:geocode_or_source_lookup:no_candidate:counsellor","100 Kaimanawa Street, Taupo","","","","","","","","","","{}"
"location-pack:rotorua-psychologist-nz-referrals","rotorua-psychologist-nz-referrals","Psychologist.nz Rotorua Referrals","psychologist","Rotorua and Taupo","Rotorua","missing_coordinates","geocode_or_source_lookup","location-review:missing_coordinates:geocode_or_source_lookup:no_candidate:psychologist","Rotorua","","","","","","","","","","{}"
"location-pack:south-canterbury-aod-service","south-canterbury-aod-service","Alcohol & Other Drugs (A&OD) South Canterbury","addiction","South Canterbury","Timaru","missing_coordinates","geocode_or_source_lookup","location-review:missing_coordinates:geocode_or_source_lookup:no_candidate:addiction","Kensington Centre, Corner High and Queen Streets, Timaru","","","","","","","","","","{}"
"location-pack:south-canterbury-a-time-to-talk","south-canterbury-a-time-to-talk","A Time to Talk","counsellor","South Canterbury","Timaru","missing_coordinates","geocode_or_source_lookup","location-review:missing_coordinates:geocode_or_source_lookup:no_candidate:counsellor","Timaru","","","","","","","","","","{}"
"location-pack:south-canterbury-alice-mcclintock","south-canterbury-alice-mcclintock","Alice McClintock - South Coast Psychology","psychologist","South Canterbury","Timaru","missing_coordinates","geocode_or_source_lookup","location-review:missing_coordinates:geocode_or_source_lookup:no_candidate:psychologist","Timaru District","","","","","","","","","","{}"
"location-pack:south-canterbury-reihana-psychology","south-canterbury-reihana-psychology","Reihana Psychology","psychologist","South Canterbury","Timaru","missing_coordinates","geocode_or_source_lookup","location-review:missing_coordinates:geocode_or_source_lookup:no_candidate:psychologist","Timaru","","","","","","","","","","{}"
"location-pack:south-canterbury-ipmha","south-canterbury-ipmha","South Canterbury IPMHA","public-service","South Canterbury","Timaru","missing_coordinates","geocode_or_source_lookup","location-review:missing_coordinates:geocode_or_source_lookup:no_candidate:public-service","Kensington Centre, Queen Street, Timaru","","","","","","","","","","{}"
"location-pack:wairarapa-briar-nicol-counselling","wairarapa-briar-nicol-counselling","Briar Nicol Counselling","counsellor","Wairarapa","Wairarapa","missing_coordinates","geocode_or_source_lookup","location-review:missing_coordinates:geocode_or_source_lookup:no_candidate:counsellor","Various venues, Wairarapa","","","","","","","","","","{}"
"location-pack:west-coast-kensington-clinic","west-coast-kensington-clinic","Kensington Clinic","counsellor","West Coast","Greymouth and online","missing_coordinates","geocode_or_source_lookup","location-review:missing_coordinates:geocode_or_source_lookup:no_candidate:counsellor","Greymouth","","","","","","","","","","{}"
"location-pack:west-coast-west-coast-health-bis","west-coast-west-coast-health-bis","West Coast Health Brief Intervention Service","public-service","West Coast","Greymouth and wider West Coast","missing_coordinates","geocode_or_source_lookup","location-review:missing_coordinates:geocode_or_source_lookup:no_candidate:public-service","Top Floor, 163 Mackay Street, Greymouth","","","","","","","","","","{}"
"location-pack:crisis-auckland-central","crisis-auckland-central","Auckland Central Mental Health Crisis Team","public-service","Auckland","Auckland Central","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:crisis-auckland-south-east","crisis-auckland-south-east","Auckland East and South Mental Health Crisis Team","public-service","Auckland","East and South Auckland","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:crisis-auckland-west-north","crisis-auckland-west-north","Auckland West and North Mental Health Crisis Teams","public-service","Auckland","West and North Auckland","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:auckland-ember-community-support","auckland-ember-community-support","Ember Community Support","public-service","Auckland","Auckland","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:crisis-bay-of-plenty","crisis-bay-of-plenty","Bay of Plenty Mental Health Crisis Teams","public-service","Bay of Plenty","Tauranga and Whakatane","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:bay-of-plenty-get-smart-tauranga","bay-of-plenty-get-smart-tauranga","Get Smart Tauranga","youth","Bay of Plenty","Tauranga","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:youth","","","","","","","","","","","{}"
"location-pack:canterbury-addiction-central-service","canterbury-addiction-central-service","Christchurch Central Service","addiction","Canterbury","Christchurch","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:addiction","","","","","","","","","","","{}"
"location-pack:canterbury-lucid-psychotherapy","canterbury-lucid-psychotherapy","Lucid Psychotherapy and Counselling","counsellor","Canterbury","Christchurch","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:counsellor","","","","","","","","","","","{}"
"location-pack:canterbury-merivale-therapy","canterbury-merivale-therapy","Merivale Psychotherapy and Counselling","counsellor","Canterbury","Christchurch","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:counsellor","","","","","","","","","","","{}"
"location-pack:nzccp-aimee-hanson","nzccp-aimee-hanson","Aimee Hanson","psychologist","Canterbury","Christchurch","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:psychologist","","","","","","","","","","","{}"
"location-pack:canterbury-healthnz-adult-crisis","canterbury-healthnz-adult-crisis","Canterbury Adult Mental Health Single Point of Entry","public-service","Canterbury","Christchurch","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:crisis-canterbury","crisis-canterbury","Canterbury Mental Health Crisis Team","public-service","Canterbury","Canterbury","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:canterbury-mhaps","canterbury-mhaps","MHAPS Canterbury","public-service","Canterbury","Christchurch","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:canterbury-purapura-whetu","canterbury-purapura-whetu","Purapura Whetu","public-service","Canterbury","Christchurch / Canterbury","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:canterbury-caflink","canterbury-caflink","Canterbury CAFLink","youth","Canterbury","Christchurch","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:youth","","","","","","","","","","","{}"
"location-pack:canterbury-manu-ka-rere","canterbury-manu-ka-rere","Manu Ka Rere","youth","Canterbury","Christchurch / Canterbury","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:youth","","","","","","","","","","","{}"
"location-pack:canterbury-qtopia","canterbury-qtopia","Qtopia","youth","Canterbury","Christchurch","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:youth","","","","","","","","","","","{}"
"location-pack:canterbury-te-tahi-youth","canterbury-te-tahi-youth","Te Tahi Youth","youth","Canterbury","Christchurch","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:youth","","","","","","","","","","","{}"
"location-pack:hawkes-bay-whakiao-taurima-counselling","hawkes-bay-whakiao-taurima-counselling","Whakiao Taurima Counselling","counsellor","Hawke's Bay","Hawke's Bay","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:counsellor","","","","","","","","","","","{}"
"location-pack:crisis-hawkes-bay","crisis-hawkes-bay","Hawke's Bay Mental Health Crisis Team","public-service","Hawke's Bay","Hawke's Bay","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:hawkes-bay-te-taiwhenua-o-heretaunga","hawkes-bay-te-taiwhenua-o-heretaunga","Te Taiwhenua o Heretaunga","public-service","Hawke's Bay","Hastings","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:hawkes-bay-whatever-it-takes","hawkes-bay-whatever-it-takes","Whatever It Takes Trust","public-service","Hawke's Bay","Hawke's Bay","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:crisis-manawatu-whanganui","crisis-manawatu-whanganui","Manawatu-Whanganui Mental Health Crisis Teams","public-service","Manawatu-Whanganui","Palmerston North and Whanganui","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:manawatu-whanganui-te-oranganui","manawatu-whanganui-te-oranganui","Te Oranganui","public-service","Manawatu-Whanganui","Whanganui","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:manawatu-whanganui-think-hauora-access-choice","manawatu-whanganui-think-hauora-access-choice","THINK Hauora Access and Choice","public-service","Manawatu-Whanganui","Palmerston North / MidCentral","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:manawatu-whanganui-whatever-youth","manawatu-whanganui-whatever-youth","Whatever Whanganui Youth Health Place","youth","Manawatu-Whanganui","Whanganui","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:youth","","","","","","","","","","","{}"
"location-pack:manawatu-whanganui-yoss-palmerston-north","manawatu-whanganui-yoss-palmerston-north","Youth One Stop Shop Palmerston North","youth","Manawatu-Whanganui","Palmerston North","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:youth","","","","","","","","","","","{}"
"location-pack:nelson-marlborough-tasman-care-marlborough","nelson-marlborough-tasman-care-marlborough","Care Marlborough","public-service","Nelson Marlborough Tasman","Blenheim","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:crisis-nelson-marlborough-tasman","crisis-nelson-marlborough-tasman","Nelson, Marlborough and Tasman Mental Health Crisis Teams","public-service","Nelson Marlborough Tasman","Nelson, Marlborough, Tasman","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:nelson-marlborough-tasman-te-whare-mahana","nelson-marlborough-tasman-te-whare-mahana","Te Whare Mahana","public-service","Nelson Marlborough Tasman","Golden Bay","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:nelson-marlborough-tasman-whanake-youth","nelson-marlborough-tasman-whanake-youth","Whanake Youth","youth","Nelson Marlborough Tasman","Nelson","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:youth","","","","","","","","","","","{}"
"location-pack:northland-xtrapsychplus","northland-xtrapsychplus","Xtrapsychplus","counsellor","Northland","Whangarei","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:counsellor","","","","","","","","","","","{}"
"location-pack:northland-starfish-donna-mcewen","northland-starfish-donna-mcewen","The Starfish Clinic - Donna McEwen","psychologist","Northland","Whangarei","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:psychologist","","","","","","","","","","","{}"
"location-pack:northland-starfish-yvette-ahmad","northland-starfish-yvette-ahmad","The Starfish Clinic - Dr Yvette Ahmad","psychologist","Northland","Whangarei","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:psychologist","","","","","","","","","","","{}"
"location-pack:crisis-northland","crisis-northland","Northland Mental Health Crisis Team","public-service","Northland","Northland","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:northland-youth-health-service","northland-youth-health-service","Northland Youth Health Service","youth","Northland","Northland","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:youth","","","","","","","","","","","{}"
"location-pack:otago-ocasa","otago-ocasa","OCASA","counsellor","Otago","Dunedin / Otago","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:counsellor","","","","","","","","","","","{}"
"location-pack:crisis-otago-southland","crisis-otago-southland","Otago and Southland Mental Health Crisis Team","public-service","Otago","Otago and Southland","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:otago-adventure-development","otago-adventure-development","Adventure Development Otago","youth","Otago","Dunedin / Otago","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:youth","","","","","","","","","","","{}"
"location-pack:otago-mirror-services","otago-mirror-services","Mirror Services","youth","Otago","Dunedin / Otago","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:youth","","","","","","","","","","","{}"
"location-pack:rotorua-taupo-ember-lakes-community-support","rotorua-taupo-ember-lakes-community-support","Ember Rotorua and Lakes Community Support","public-service","Rotorua and Taupo","Rotorua and Lakes","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:rotorua-taupo-lifewise-rotorua","rotorua-taupo-lifewise-rotorua","Lifewise Rotorua Mental Health & Addiction","public-service","Rotorua and Taupo","Rotorua","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:crisis-rotorua-taupo","crisis-rotorua-taupo","Rotorua and Taupo Mental Health Crisis Team","public-service","Rotorua and Taupo","Rotorua and Taupo","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:southland-nga-kete-matauranga-pounamu","southland-nga-kete-matauranga-pounamu","Nga Kete Matauranga Pounamu","public-service","Southland","Invercargill / Southland","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:southland-pact","southland-pact","Pact Southland","public-service","Southland","Southland","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:crisis-southland","crisis-southland","Southland Mental Health Crisis Team","public-service","Southland","Southland","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:southland-adventure-development","southland-adventure-development","Adventure Development Southland","youth","Southland","Southland","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:youth","","","","","","","","","","","{}"
"location-pack:crisis-tairawhiti","crisis-tairawhiti","Tairawhiti Mental Health Crisis Team","public-service","Tairawhiti","Gisborne","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:taranaki-integrate-psychology","taranaki-integrate-psychology","Integrate Psychology","psychologist","Taranaki","New Plymouth, Stratford and Hawera","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:psychologist","","","","","","","","","","","{}"
"location-pack:taranaki-healthnz-mental-health-brief-care","taranaki-healthnz-mental-health-brief-care","Taranaki Mental Health Assessment and Brief Care","public-service","Taranaki","Taranaki","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:crisis-taranaki","crisis-taranaki","Taranaki Mental Health Crisis Team","public-service","Taranaki","Taranaki","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:taranaki-taranaki-retreat","taranaki-taranaki-retreat","Taranaki Retreat","public-service","Taranaki","Taranaki","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:waikato-pinnacle-access-choice","waikato-pinnacle-access-choice","Pinnacle Access and Choice / Te Tumu Waiora","public-service","Waikato","Waikato","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:crisis-waikato","crisis-waikato","Waikato Mental Health Crisis Team","public-service","Waikato","Waikato","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:waikato-youth-intact","waikato-youth-intact","Waikato Youth INtact","youth","Waikato","Waikato","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:youth","","","","","","","","","","","{}"
"location-pack:wairarapa-capital-psychology-assessments","wairarapa-capital-psychology-assessments","Capital Psychology - Wairarapa Assessments","psychologist","Wairarapa","Wairarapa","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:psychologist","","","","","","","","","","","{}"
"location-pack:wairarapa-nic-allan-psychology","wairarapa-nic-allan-psychology","Nicholas Allan Psychology","psychologist","Wairarapa","Masterton","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:psychologist","","","","","","","","","","","{}"
"location-pack:crisis-wairarapa","crisis-wairarapa","Wairarapa Mental Health Crisis Team","public-service","Wairarapa","Wairarapa","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:wairarapa-piki-youth-support","wairarapa-piki-youth-support","Piki Wellington and Wairarapa","youth","Wairarapa","Wairarapa","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:youth","","","","","","","","","","","{}"
"location-pack:wellington-te-haika","wellington-te-haika","Te Haika Mental Health Contact Centre","public-service","Wellington","Wellington / Hutt Valley / Kapiti","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:crisis-wellington","crisis-wellington","Wellington, Hutt and Kapiti Mental Health Crisis Team","public-service","Wellington","Wellington, Hutt and Kapiti","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:wellington-piki-youth-support","wellington-piki-youth-support","Piki","youth","Wellington","Greater Wellington","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:youth","","","","","","","","","","","{}"
"location-pack:west-coast-homebuilders","west-coast-homebuilders","Homebuilders West Coast","public-service","West Coast","West Coast","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
"location-pack:crisis-west-coast","crisis-west-coast","West Coast Mental Health Crisis Team","public-service","West Coast","West Coast","missing_address","source_lookup_needed","location-review:missing_address:source_lookup_needed:no_candidate:public-service","","","","","","","","","","","{}"
